Date,FEDL01 Index  (R1),USSWIT5 BGN Curncy  (R2),USGGBE05 Index  (R3),CPURNSA Index  (R1),USGG5YR Index  (R4)
19-03-2014,0.08,2.119,1.9163,234.781,1.7067
20-03-2014,0.08,2.084,1.8797,234.781,1.7001
21-03-2014,0.08,2.101,1.885,234.781,1.7071
24-03-2014,0.09,2.0905,1.8771,234.781,1.7306
25-03-2014,0.09,2.088,1.8674,234.781,1.729
26-03-2014,0.08,2.0875,1.8612,234.781,1.6724
27-03-2014,0.08,2.089,1.8642,234.781,1.715
28-03-2014,0.08,2.0925,1.8631,234.781,1.7479
31-03-2014,0.06,2.095,1.8694,236.293,1.7184
01-04-2014,0.08,2.085,1.8607,236.293,1.7316
02-04-2014,0.09,2.09,1.8623,236.293,1.7926
03-04-2014,0.08,2.0925,1.8596,236.293,1.796
04-04-2014,0.08,2.0745,1.8388,236.293,1.6972
07-04-2014,0.09,2.065,1.8235,236.293,1.6775
08-04-2014,0.08,2.057,1.8162,236.293,1.666
09-04-2014,0.08,2.0775,1.8321,236.293,1.6233
10-04-2014,0.08,2.073,1.8284,236.293,1.5905
11-04-2014,0.09,2.065,1.8207,236.293,1.5757
14-04-2014,0.09,2.06,1.8142,236.293,1.6134
15-04-2014,0.1,2.0825,1.8414,236.293,1.62
16-04-2014,0.09,2.11,1.8629,236.293,1.6464
17-04-2014,0.09,2.1795,1.9468,236.293,1.7342
18-04-2014,0.1,2.183,1.9468,236.293,1.7342
21-04-2014,0.1,2.175,1.9723,236.293,1.721
22-04-2014,0.1,2.19,1.9732,236.293,1.7327
23-04-2014,0.1,2.1875,1.975,236.293,1.7244
24-04-2014,0.1,2.174,2.0094,236.293,1.7364
25-04-2014,0.09,2.142,1.998,236.293,1.7249
28-04-2014,0.09,2.16,1.9817,236.293,1.7397
29-04-2014,0.1,2.1425,1.9752,236.293,1.7347
30-04-2014,0.09,2.1525,1.9814,237.072,1.6757
01-05-2014,0.09,2.155,1.983,237.072,1.6577
02-05-2014,0.09,2.1688,1.9833,237.072,1.6627
05-05-2014,0.09,2.15,1.9705,237.072,1.6791
06-05-2014,0.09,2.1242,1.9458,237.072,1.6775
07-05-2014,0.08,2.128,1.9508,237.072,1.6512
08-05-2014,0.08,2.143,1.9582,237.072,1.625
09-05-2014,0.08,2.147,1.9552,237.072,1.6282
12-05-2014,0.08,2.14,1.9465,237.072,1.6628
13-05-2014,0.09,2.1284,1.9285,237.072,1.6134
14-05-2014,0.08,2.1625,1.9656,237.072,1.5641
15-05-2014,0.09,2.188,1.986,237.072,1.5231
16-05-2014,0.09,2.18,1.98,237.072,1.5541
19-05-2014,0.09,2.165,1.9604,237.072,1.5459
20-05-2014,0.09,2.1589,1.9586,237.072,1.5081
21-05-2014,0.09,2.1775,1.9729,237.072,1.5228
22-05-2014,0.09,2.207,2.0045,237.072,1.5425
23-05-2014,0.09,2.2035,1.9984,237.072,1.5241
26-05-2014,0.09,2.2035,1.9984,237.072,1.5241
27-05-2014,0.09,2.1925,1.9847,237.072,1.5257
28-05-2014,0.09,2.195,1.9824,237.072,1.4796
29-05-2014,0.09,2.2119,1.9904,237.072,1.5293
30-05-2014,0.08,2.205,1.9772,237.072,1.5391
31-05-2014,0.08,2.205,1.9772,237.9,1.5391
02-06-2014,0.09,2.2,1.963,237.9,1.5899
03-06-2014,0.1,2.1901,1.9583,237.9,1.6424
04-06-2014,0.09,2.1875,1.9426,237.9,1.6392
05-06-2014,0.09,2.215,1.964,237.9,1.6245
06-06-2014,0.09,2.22,1.969,237.9,1.6428
09-06-2014,0.09,2.2425,1.9948,237.9,1.6759
10-06-2014,0.09,2.241,1.9899,237.9,1.7124
11-06-2014,0.09,2.2441,1.9959,237.9,1.7009
12-06-2014,0.09,2.2573,2.0039,237.9,1.6828
13-06-2014,0.1,2.2405,1.9784,237.9,1.693
16-06-2014,0.1,2.247,1.982,237.9,1.6964
17-06-2014,0.1,2.2832,2.0203,237.9,1.7497
18-06-2014,0.1,2.3145,2.0456,237.9,1.6717
19-06-2014,0.1,2.3426,2.0722,237.9,1.6751
20-06-2014,0.1,2.362,2.0926,237.9,1.6804
23-06-2014,0.1,2.36,2.0917,237.9,1.7021
24-06-2014,0.1,2.378,2.1051,237.9,1.6689
25-06-2014,0.1,2.365,2.0896,237.9,1.654
26-06-2014,0.1,2.3632,2.0839,237.9,1.6479
27-06-2014,0.1,2.3577,2.0853,237.9,1.6381
30-06-2014,0.09,2.3475,2.0731,238.343,1.6299
01-07-2014,0.1,2.3444,2.0705,238.343,1.6577
02-07-2014,0.1,2.3469,2.0738,238.343,1.7086
03-07-2014,0.09,2.375,2.1007,238.343,1.7351
04-07-2014,0.09,2.373,2.1007,238.343,1.7351
07-07-2014,0.1,2.369,2.0875,238.343,1.7302
08-07-2014,0.09,2.33,2.0608,238.343,1.6891
09-07-2014,0.09,2.3525,2.0697,238.343,1.6677
10-07-2014,0.09,2.365,2.0768,238.343,1.6496
11-07-2014,0.09,2.35,2.0644,238.343,1.6398
14-07-2014,0.09,2.343,2.0617,238.343,1.6711
15-07-2014,0.09,2.3225,2.0423,238.343,1.6876
16-07-2014,0.09,2.315,2.0274,238.343,1.6893
17-07-2014,0.09,2.319,2.0351,238.343,1.6167
18-07-2014,0.09,2.3297,2.0379,238.343,1.6679
21-07-2014,0.1,2.332,2.045,238.343,1.6762
22-07-2014,0.09,2.2991,2.0037,238.343,1.653
23-07-2014,0.09,2.2946,1.9923,238.343,1.6481
24-07-2014,0.09,2.3073,2.0138,238.343,1.6945
25-07-2014,0.09,2.321,2.0222,238.343,1.6714
28-07-2014,0.09,2.325,2.022,238.343,1.703
29-07-2014,0.09,2.324,2.0236,238.343,1.6881
30-07-2014,0.09,2.3377,2.0401,238.343,1.7676
31-07-2014,0.08,2.3458,2.0379,238.25,1.7529
01-08-2014,0.09,2.312,2.007,238.25,1.6627
04-08-2014,0.09,2.285,1.9821,238.25,1.6479
05-08-2014,0.09,2.286,1.9833,238.25,1.6627
06-08-2014,0.09,2.2837,1.9747,238.25,1.6479
07-08-2014,0.09,2.2775,1.9653,238.25,1.5971
08-08-2014,0.09,2.281,1.9661,238.25,1.6233
11-08-2014,0.09,2.295,1.9717,238.25,1.6151
12-08-2014,0.09,2.2825,1.9606,238.25,1.62
13-08-2014,0.09,2.285,1.9683,238.25,1.5773
14-08-2014,0.09,2.257,1.9431,238.25,1.574
15-08-2014,0.09,2.239,1.92,238.25,1.5361
18-08-2014,0.09,2.23,1.9081,238.25,1.5739
19-08-2014,0.09,2.215,1.8993,238.25,1.5755
20-08-2014,0.09,2.2125,1.8849,238.25,1.6299
21-08-2014,0.09,2.224,1.9008,238.25,1.6299
22-08-2014,0.09,2.2025,1.8749,238.25,1.6597
25-08-2014,0.09,2.199,1.8711,238.25,1.6647
26-08-2014,0.09,2.21,1.8803,238.25,1.6597
27-08-2014,0.09,2.2042,1.8784,238.25,1.6382
28-08-2014,0.09,2.1951,1.8544,238.25,1.6315
29-08-2014,0.07,2.1864,1.8509,238.25,1.625
31-08-2014,0.07,2.1864,1.8509,237.852,1.625
01-09-2014,0.07,2.185,1.8509,237.852,1.625
02-09-2014,0.09,2.186,1.8462,237.852,1.684
03-09-2014,0.09,2.185,1.8634,237.852,1.6725
04-09-2014,0.09,2.1975,1.8663,237.852,1.712
05-09-2014,0.09,2.175,1.85,237.852,1.6923
08-09-2014,0.09,2.145,1.8205,237.852,1.7187
09-09-2014,0.09,2.1384,1.8031,237.852,1.7617
10-09-2014,0.09,2.1121,1.7883,237.852,1.7883
11-09-2014,0.09,2.147,1.8147,237.852,1.7884
12-09-2014,0.09,2.15,1.8231,237.852,1.8169
15-09-2014,0.09,2.145,1.8195,237.852,1.7871
16-09-2014,0.09,2.144,1.813,237.852,1.7738
17-09-2014,0.09,2.045,1.7126,237.852,1.8305
18-09-2014,0.09,2.0175,1.6756,237.852,1.8306
19-09-2014,0.09,2,1.6616,237.852,1.8109
22-09-2014,0.09,1.971,1.6323,237.852,1.781
23-09-2014,0.09,2,1.6657,237.852,1.7577
24-09-2014,0.09,2.022,1.6874,237.852,1.7945
25-09-2014,0.09,2.0125,1.6784,237.852,1.7516
26-09-2014,0.09,1.988,1.6598,237.852,1.7959
29-09-2014,0.08,1.995,1.6482,237.852,1.7566
30-09-2014,0.07,1.987,1.6423,238.031,1.7566
01-10-2014,0.09,1.99,1.6403,238.031,1.6698
02-10-2014,0.09,1.974,1.6289,238.031,1.6845
03-10-2014,0.09,1.95,1.5986,238.031,1.722
06-10-2014,0.09,1.954,1.6038,238.031,1.6925
07-10-2014,0.09,1.941,1.5886,238.031,1.6221
08-10-2014,0.09,1.978,1.6275,238.031,1.5502
09-10-2014,0.08,1.96,1.6108,238.031,1.5598
10-10-2014,0.09,1.957,1.6015,238.031,1.5317
13-10-2014,0.09,1.953,1.6015,238.031,1.5317
14-10-2014,0.09,1.887,1.5207,238.031,1.4404
15-10-2014,0.09,1.806,1.4391,238.031,1.3429
16-10-2014,0.09,1.8425,1.4789,238.031,1.3799
17-10-2014,0.09,1.885,1.5271,238.031,1.4151
20-10-2014,0.09,1.873,1.5173,238.031,1.4052
21-10-2014,0.09,1.88,1.5299,238.031,1.4278
22-10-2014,0.09,1.878,1.5238,238.031,1.426
23-10-2014,0.09,1.88,1.5222,238.031,1.4928
24-10-2014,0.09,1.8675,1.5144,238.031,1.4956
27-10-2014,0.09,1.861,1.5047,238.031,1.4873
28-10-2014,0.09,1.891,1.5313,238.031,1.5151
29-10-2014,0.09,1.89,1.529,238.031,1.5841
30-10-2014,0.09,1.9,1.5346,238.031,1.5718
31-10-2014,0.07,1.93,1.5679,237.433,1.6095
03-11-2014,0.09,1.9206,1.5728,237.433,1.6277
04-11-2014,0.1,1.9075,1.5536,237.433,1.6244
05-11-2014,0.09,1.928,1.5853,237.433,1.6311
06-11-2014,0.09,1.955,1.6104,237.433,1.674
07-11-2014,0.09,1.959,1.6163,237.433,1.5836
10-11-2014,0.09,1.962,1.6193,237.433,1.643
11-11-2014,0.09,1.968,1.6193,237.433,1.643
12-11-2014,0.09,1.9507,1.601,237.433,1.6514
13-11-2014,0.09,1.884,1.5421,237.433,1.6201
14-11-2014,0.09,1.9,1.5567,237.433,1.6054
17-11-2014,0.1,1.8725,1.5325,237.433,1.6253
18-11-2014,0.11,1.85,1.5276,237.433,1.6055
19-11-2014,0.1,1.83,1.4958,237.433,1.6436
20-11-2014,0.1,1.8375,1.5139,237.433,1.6288
21-11-2014,0.1,1.8587,1.5293,237.433,1.6074
24-11-2014,0.1,1.8575,1.5255,237.433,1.6008
25-11-2014,0.1,1.821,1.4856,237.433,1.5677
26-11-2014,0.1,1.81,1.4746,237.433,1.5587
27-11-2014,0.1,1.815,1.4746,237.433,1.5587
28-11-2014,0.08,1.7513,1.398,237.433,1.4805
30-11-2014,0.08,1.7513,1.398,236.151,1.4805
01-12-2014,0.13,1.769,1.4197,236.151,1.5359
02-12-2014,0.12,1.726,1.3842,236.151,1.5948
03-12-2014,0.12,1.725,1.3906,236.151,1.603
04-12-2014,0.12,1.7175,1.3782,236.151,1.5719
05-12-2014,0.12,1.685,1.3587,236.151,1.684
08-12-2014,0.12,1.6297,1.3049,236.151,1.6626
09-12-2014,0.12,1.65,1.3267,236.151,1.6198
10-12-2014,0.12,1.6,1.2768,236.151,1.559
11-12-2014,0.12,1.574,1.2392,236.151,1.5952
12-12-2014,0.12,1.475,1.1431,236.151,1.5114
15-12-2014,0.11,1.445,1.1288,236.151,1.5707
16-12-2014,0.12,1.475,1.1519,236.151,1.5164
17-12-2014,0.13,1.502,1.1599,236.151,1.612
18-12-2014,0.13,1.492,1.1685,236.151,1.6618
19-12-2014,0.13,1.515,1.198,236.151,1.6471
22-12-2014,0.13,1.545,1.2237,236.151,1.6571
23-12-2014,0.13,1.548,1.2263,236.151,1.7355
24-12-2014,0.13,1.516,1.2002,236.151,1.7611
25-12-2014,0.13,1.522,1.2002,236.151,1.7611
26-12-2014,0.13,1.506,1.1866,236.151,1.7611
29-12-2014,0.13,1.476,1.1534,236.151,1.7068
30-12-2014,0.13,1.479,1.1631,236.151,1.679
31-12-2014,0.06,1.5,1.2068,234.812,1.6528
01-01-2015,0.06,1.5,1.2068,234.812,1.6528
02-01-2015,0.12,1.55,1.2418,234.812,1.607
05-01-2015,0.12,1.472,1.159,234.812,1.5645
06-01-2015,0.12,1.387,1.0674,234.812,1.478
07-01-2015,0.12,1.44,1.1263,234.812,1.4779
08-01-2015,0.12,1.4748,1.1834,234.812,1.4909
09-01-2015,0.12,1.4562,1.1784,234.812,1.419
12-01-2015,0.12,1.401,1.1142,234.812,1.3799
13-01-2015,0.12,1.3738,1.1047,234.812,1.3684
14-01-2015,0.12,1.405,1.1455,234.812,1.3196
15-01-2015,0.12,1.42,1.1767,234.812,1.1613
16-01-2015,0.13,1.458,1.2096,234.812,1.3026
19-01-2015,0.13,1.46,1.2096,234.812,1.3026
20-01-2015,0.12,1.461,1.1991,234.812,1.2797
21-01-2015,0.12,1.4625,1.2273,234.812,1.3494
22-01-2015,0.12,1.49,1.243,234.812,1.3639
23-01-2015,0.12,1.52,1.2685,234.812,1.308
26-01-2015,0.12,1.55,1.3029,234.812,1.3372
27-01-2015,0.11,1.616,1.3653,234.812,1.3354
28-01-2015,0.12,1.565,1.3102,234.812,1.2391
29-01-2015,0.11,1.607,1.3629,234.812,1.2698
30-01-2015,0.06,1.6325,1.3815,234.812,1.1548
31-01-2015,0.06,1.6325,1.3815,233.707,1.1548
02-02-2015,0.12,1.665,1.4176,233.707,1.1789
03-02-2015,0.12,1.765,1.5115,233.707,1.2889
04-02-2015,0.11,1.723,1.4666,233.707,1.2484
05-02-2015,0.12,1.73,1.4687,233.707,1.3036
06-02-2015,0.11,1.7333,1.4804,233.707,1.4788
09-02-2015,0.12,1.7225,1.4784,233.707,1.5069
10-02-2015,0.12,1.6879,1.4459,233.707,1.512
11-02-2015,0.12,1.675,1.4343,233.707,1.5419
12-02-2015,0.12,1.663,1.4248,233.707,1.4908
13-02-2015,0.12,1.695,1.461,233.707,1.5377
16-02-2015,0.12,1.687,1.461,233.707,1.5377
17-02-2015,0.12,1.71,1.4813,233.707,1.6059
18-02-2015,0.12,1.695,1.4651,233.707,1.5181
19-02-2015,0.12,1.71,1.4861,233.707,1.5764
20-02-2015,0.12,1.71,1.4881,233.707,1.5852
23-02-2015,0.11,1.67,1.457,233.707,1.5404
24-02-2015,0.11,1.648,1.4439,233.707,1.4559
25-02-2015,0.11,1.68,1.4822,233.707,1.4527
26-02-2015,0.11,1.761,1.5683,233.707,1.5365
27-02-2015,0.06,1.82,1.6414,233.707,1.4988
28-02-2015,0.06,1.82,1.6414,234.722,1.4988
02-03-2015,0.12,1.8,1.6204,234.722,1.5743
03-03-2015,0.12,1.823,1.6702,234.722,1.6056
04-03-2015,0.11,1.831,1.6677,234.722,1.5876
05-03-2015,0.11,1.805,1.6175,234.722,1.5729
06-03-2015,0.12,1.806,1.626,234.722,1.6939
09-03-2015,0.12,1.728,1.5593,234.722,1.6493
10-03-2015,0.12,1.684,1.5092,234.722,1.6081
11-03-2015,0.11,1.681,1.5101,234.722,1.6049
12-03-2015,0.11,1.656,1.4804,234.722,1.5968
13-03-2015,0.11,1.617,1.4382,234.722,1.5839
16-03-2015,0.12,1.583,1.4051,234.722,1.5526
17-03-2015,0.12,1.55,1.3794,234.722,1.5527
18-03-2015,0.11,1.655,1.4882,234.722,1.3881
19-03-2015,0.12,1.6854,1.5195,234.722,1.467
20-03-2015,0.12,1.6809,1.519,234.722,1.4144
23-03-2015,0.12,1.66,1.4986,234.722,1.3897
24-03-2015,0.11,1.706,1.5604,234.722,1.3602
25-03-2015,0.12,1.76,1.6224,234.722,1.4145
26-03-2015,0.11,1.7825,1.6376,234.722,1.4579
27-03-2015,0.12,1.746,1.586,234.722,1.4351
30-03-2015,0.12,1.73,1.5518,234.722,1.4026
31-03-2015,0.06,1.75,1.5776,236.119,1.3701
01-04-2015,0.12,1.804,1.6342,236.119,1.3182
02-04-2015,0.12,1.778,1.6232,236.119,1.3506
03-04-2015,0.12,1.797,1.6232,236.119,1.3506
06-04-2015,0.13,1.84,1.6815,236.119,1.3035
07-04-2015,0.12,1.83,1.6736,236.119,1.3213
08-04-2015,0.12,1.788,1.6346,236.119,1.3473
09-04-2015,0.12,1.775,1.6274,236.119,1.3978
10-04-2015,0.12,1.755,1.6144,236.119,1.3946
13-04-2015,0.13,1.759,1.6069,236.119,1.3668
14-04-2015,0.13,1.77,1.614,236.119,1.3374
15-04-2015,0.13,1.82,1.6524,236.119,1.3145
16-04-2015,0.13,1.8325,1.6549,236.119,1.2998
17-04-2015,0.13,1.88,1.7016,236.119,1.3062
20-04-2015,0.13,1.87,1.6953,236.119,1.3176
21-04-2015,0.13,1.84,1.6671,236.119,1.3307
22-04-2015,0.13,1.862,1.6911,236.119,1.393
23-04-2015,0.13,1.871,1.7048,236.119,1.3651
24-04-2015,0.13,1.873,1.7028,236.119,1.3141
27-04-2015,0.13,1.872,1.7073,236.119,1.3371
28-04-2015,0.13,1.87,1.7014,236.119,1.4013
29-04-2015,0.13,1.88,1.7268,236.119,1.4221
30-04-2015,0.08,1.895,1.7349,236.599,1.4254
01-05-2015,0.13,1.896,1.7457,236.599,1.4989
04-05-2015,0.13,1.887,1.7212,236.599,1.5023
05-05-2015,0.13,1.903,1.7449,236.599,1.5499
06-05-2015,0.13,1.868,1.7189,236.599,1.5862
07-05-2015,0.13,1.84,1.6873,236.599,1.5616
08-05-2015,0.13,1.83,1.6767,236.599,1.4879
11-05-2015,0.13,1.816,1.6721,236.599,1.6
12-05-2015,0.13,1.828,1.6799,236.599,1.5621
13-05-2015,0.13,1.8489,1.6953,236.599,1.5655
14-05-2015,0.13,1.836,1.68,236.599,1.5046
15-05-2015,0.13,1.832,1.659,236.599,1.4603
18-05-2015,0.13,1.846,1.6714,236.599,1.5362
19-05-2015,0.12,1.82,1.6519,236.599,1.6026
20-05-2015,0.12,1.84,1.6804,236.599,1.5513
21-05-2015,0.12,1.8185,1.6583,236.599,1.5117
22-05-2015,0.13,1.85,1.6837,236.599,1.5617
25-05-2015,0.13,1.85,1.6837,236.599,1.5617
26-05-2015,0.12,1.79,1.6187,236.599,1.5203
27-05-2015,0.12,1.755,1.5859,236.599,1.5303
28-05-2015,0.12,1.747,1.5742,236.599,1.5163
29-05-2015,0.08,1.792,1.606,236.599,1.4853
31-05-2015,0.08,1.792,1.606,237.805,1.4853
01-06-2015,0.12,1.78,1.5976,237.805,1.5457
02-06-2015,0.12,1.818,1.6348,237.805,1.6063
03-06-2015,0.13,1.825,1.6539,237.805,1.6869
04-06-2015,0.13,1.8058,1.6248,237.805,1.6409
05-06-2015,0.13,1.853,1.6846,237.805,1.7402
08-06-2015,0.13,1.85,1.6785,237.805,1.7055
09-06-2015,0.13,1.8675,1.702,237.805,1.7537
10-06-2015,0.13,1.8625,1.7037,237.805,1.7854
11-06-2015,0.13,1.8459,1.6785,237.805,1.7257
12-06-2015,0.13,1.855,1.684,237.805,1.7444
15-06-2015,0.13,1.843,1.6749,237.805,1.7013
16-06-2015,0.14,1.884,1.7118,237.805,1.6599
17-06-2015,0.14,1.91,1.7344,237.805,1.6252
18-06-2015,0.14,1.885,1.7097,237.805,1.6253
19-06-2015,0.13,1.832,1.6579,237.805,1.5709
22-06-2015,0.13,1.8655,1.6967,237.805,1.6671
23-06-2015,0.13,1.889,1.717,237.805,1.6955
24-06-2015,0.13,1.8805,1.7044,237.805,1.6656
25-06-2015,0.13,1.88,1.6951,237.805,1.7101
26-06-2015,0.13,1.9,1.7036,237.805,1.7545
29-06-2015,0.14,1.865,1.659,237.805,1.6217
30-06-2015,0.08,1.879,1.6742,238.638,1.6479
01-07-2015,0.13,1.888,1.6797,238.638,1.7053
02-07-2015,0.13,1.9029,1.6869,238.638,1.6315
03-07-2015,0.13,1.909,1.6869,238.638,1.6315
06-07-2015,0.13,1.843,1.6277,238.638,1.5563
07-07-2015,0.13,1.825,1.6135,238.638,1.5464
08-07-2015,0.13,1.799,1.5861,238.638,1.4876
09-07-2015,0.13,1.8275,1.6156,238.638,1.5856
10-07-2015,0.13,1.844,1.6283,238.638,1.6562
13-07-2015,0.13,1.835,1.6106,238.638,1.7173
14-07-2015,0.13,1.812,1.5934,238.638,1.6579
15-07-2015,0.13,1.799,1.5726,238.638,1.6249
16-07-2015,0.14,1.7975,1.5696,238.638,1.653
17-07-2015,0.13,1.785,1.5552,238.638,1.6695
20-07-2015,0.14,1.7705,1.5427,238.638,1.706
21-07-2015,0.13,1.766,1.5391,238.638,1.653
22-07-2015,0.13,1.76,1.5134,238.638,1.6713
23-07-2015,0.13,1.708,1.479,238.638,1.6332
24-07-2015,0.13,1.666,1.424,238.638,1.6183
27-07-2015,0.14,1.624,1.3823,238.638,1.562
28-07-2015,0.14,1.6306,1.3907,238.638,1.5885
29-07-2015,0.14,1.665,1.4274,238.638,1.6133
30-07-2015,0.14,1.665,1.4317,238.638,1.6201
31-07-2015,0.08,1.653,1.3999,238.654,1.5287
03-08-2015,0.14,1.576,1.3278,238.654,1.5157
04-08-2015,0.14,1.575,1.3319,238.654,1.6037
05-08-2015,0.14,1.576,1.3279,238.654,1.6446
06-08-2015,0.14,1.55,1.3186,238.654,1.6102
07-08-2015,0.14,1.533,1.2949,238.654,1.5709
10-08-2015,0.14,1.567,1.3423,238.654,1.6102
11-08-2015,0.15,1.545,1.3139,238.654,1.5233
12-08-2015,0.15,1.52,1.287,238.654,1.5217
13-08-2015,0.15,1.5141,1.2874,238.654,1.5724
14-08-2015,0.14,1.51,1.2813,238.654,1.597
17-08-2015,0.15,1.4625,1.2391,238.654,1.5673
18-08-2015,0.15,1.455,1.2351,238.654,1.5788
19-08-2015,0.15,1.413,1.1927,238.654,1.4999
20-08-2015,0.15,1.415,1.1853,238.654,1.4687
21-08-2015,0.15,1.39,1.1605,238.654,1.4275
24-08-2015,0.15,1.355,1.1137,238.654,1.3669
25-08-2015,0.15,1.404,1.1636,238.654,1.4175
26-08-2015,0.14,1.395,1.1502,238.654,1.4814
27-08-2015,0.14,1.487,1.2288,238.654,1.4987
28-08-2015,0.14,1.4975,1.2657,238.654,1.5118
31-08-2015,0.08,1.48,1.2938,238.316,1.5478
01-09-2015,0.14,1.47,1.2244,238.316,1.4874
02-09-2015,0.14,1.4706,1.2188,238.316,1.5087
03-09-2015,0.14,1.45,1.1978,238.316,1.4826
04-09-2015,0.14,1.402,1.1622,238.316,1.4664
07-09-2015,0.14,1.405,1.1622,238.316,1.4664
08-09-2015,0.14,1.415,1.1785,238.316,1.5173
09-09-2015,0.14,1.4227,1.1838,238.316,1.5306
10-09-2015,0.14,1.4626,1.2237,238.316,1.5471
11-09-2015,0.14,1.46,1.2177,238.316,1.5128
14-09-2015,0.14,1.438,1.1899,238.316,1.5095
15-09-2015,0.14,1.4527,1.2066,238.316,1.6104
16-09-2015,0.14,1.472,1.2205,238.316,1.6089
17-09-2015,0.14,1.484,1.2332,238.316,1.4784
18-09-2015,0.14,1.4526,1.1946,238.316,1.444
21-09-2015,0.14,1.442,1.1973,238.316,1.4935
22-09-2015,0.14,1.424,1.171,238.316,1.4292
23-09-2015,0.14,1.4125,1.1625,238.316,1.4474
24-09-2015,0.14,1.3576,1.1153,238.316,1.4498
25-09-2015,0.13,1.3475,1.0868,238.316,1.4742
28-09-2015,0.13,1.244,0.9963,238.316,1.4189
29-09-2015,0.13,1.275,1.0306,238.316,1.3766
30-09-2015,0.07,1.34,1.0754,237.945,1.3572
01-10-2015,0.13,1.398,1.1241,237.945,1.3653
02-10-2015,0.13,1.4225,1.1522,237.945,1.2955
05-10-2015,0.13,1.445,1.1763,237.945,1.3425
06-10-2015,0.13,1.483,1.2053,237.945,1.3246
07-10-2015,0.13,1.4925,1.2139,237.945,1.3701
08-10-2015,0.13,1.5325,1.2508,237.945,1.3962
09-10-2015,0.13,1.482,1.2056,237.945,1.3978
12-10-2015,0.13,1.49,1.2056,237.945,1.3978
13-10-2015,0.13,1.433,1.1691,237.945,1.3537
14-10-2015,0.13,1.4,1.1303,237.945,1.269
15-10-2015,0.13,1.425,1.16,237.945,1.3325
16-10-2015,0.13,1.43,1.1576,237.945,1.352
19-10-2015,0.13,1.398,1.1241,237.945,1.3373
20-10-2015,0.13,1.4327,1.1529,237.945,1.3881
21-10-2015,0.13,1.4075,1.1199,237.945,1.352
22-10-2015,0.12,1.422,1.1365,237.945,1.352
23-10-2015,0.12,1.465,1.1796,237.945,1.4161
26-10-2015,0.12,1.4375,1.1458,237.945,1.3947
27-10-2015,0.12,1.4302,1.1399,237.945,1.3651
28-10-2015,0.12,1.4325,1.1362,237.945,1.4674
29-10-2015,0.12,1.462,1.1804,237.945,1.5332
30-10-2015,0.07,1.473,1.1916,237.945,1.5185
31-10-2015,0.07,1.473,1.1916,237.838,1.5185
02-11-2015,0.12,1.5025,1.2206,237.838,1.5529
03-11-2015,0.12,1.564,1.2728,237.838,1.5892
04-11-2015,0.12,1.538,1.2552,237.838,1.6338
05-11-2015,0.12,1.5125,1.2401,237.838,1.6306
06-11-2015,0.12,1.525,1.2573,237.838,1.7304
09-11-2015,0.12,1.553,1.2827,237.838,1.7389
10-11-2015,0.12,1.532,1.2571,237.838,1.7227
11-11-2015,0.12,1.532,1.2571,237.838,1.7227
12-11-2015,0.12,1.5125,1.2406,237.838,1.7129
13-11-2015,0.12,1.499,1.2097,237.838,1.6519
16-11-2015,0.13,1.4975,1.1997,237.838,1.652
17-11-2015,0.13,1.515,1.2142,237.838,1.6538
18-11-2015,0.12,1.54,1.2408,237.838,1.6839
19-11-2015,0.12,1.5625,1.2603,237.838,1.6741
20-11-2015,0.12,1.5975,1.2956,237.838,1.6862
23-11-2015,0.12,1.56,1.2979,237.838,1.6714
24-11-2015,0.12,1.6075,1.3203,237.838,1.6649
25-11-2015,0.12,1.6275,1.3124,237.838,1.6708
26-11-2015,0.12,1.6275,1.3124,237.838,1.6708
27-11-2015,0.12,1.62,1.3093,237.838,1.6446
30-11-2015,0.08,1.617,1.2922,237.336,1.6446
01-12-2015,0.13,1.6327,1.2972,237.336,1.5858
02-12-2015,0.13,1.62,1.2858,237.336,1.6332
03-12-2015,0.13,1.678,1.3423,237.336,1.7333
04-12-2015,0.13,1.63,1.3082,237.336,1.7055
07-12-2015,0.13,1.5828,1.2566,237.336,1.6709
08-12-2015,0.13,1.585,1.2536,237.336,1.6611
09-12-2015,0.14,1.5477,1.2223,237.336,1.643
10-12-2015,0.14,1.5425,1.2202,237.336,1.6776
11-12-2015,0.14,1.51,1.1631,237.336,1.5527
14-12-2015,0.15,1.515,1.1628,237.336,1.653
15-12-2015,0.15,1.56,1.2083,237.336,1.6926
16-12-2015,0.15,1.5325,1.1844,237.336,1.7473
17-12-2015,0.37,1.565,1.2077,237.336,1.7026
18-12-2015,0.37,1.562,1.2099,237.336,1.6762
21-12-2015,0.36,1.5125,1.1812,237.336,1.6679
22-12-2015,0.36,1.5275,1.1937,237.336,1.7044
23-12-2015,0.36,1.53,1.24,237.336,1.7194
24-12-2015,0.36,1.58,1.2455,237.336,1.713
25-12-2015,0.36,1.5831,1.2455,237.336,1.713
28-12-2015,0.36,1.57,1.2316,237.336,1.718
29-12-2015,0.36,1.6025,1.2513,237.336,1.7849
30-12-2015,0.35,1.592,1.2519,237.336,1.7927
31-12-2015,0.2,1.59,1.2809,236.525,1.7598
01-01-2016,0.2,1.593,1.2809,236.525,1.7598
04-01-2016,0.36,1.617,1.2832,236.525,1.7336
05-01-2016,0.36,1.6113,1.2856,236.525,1.7122
06-01-2016,0.36,1.555,1.2426,236.525,1.6417
07-01-2016,0.36,1.54,1.225,236.525,1.5992
